acte;nb_sejsea;nb_actes;dms_globale;nb_sej_0_nuit;nb_acte_ambu
HNQX0040;275;278;5,4;79;79
HNQX0060;2530;2582;21,9;.;.
HNQX0070;787;793;16,1;.;.
HNQX0080;659;690;15,2;.;.
HPBA0010;252;256;13,5;.;.
HPBA0020;14;14;40,7;.;.
HPFA0010;713;731;10,7;.;.
HPFA0030;4796;4873;7,5;1129;1129
HPFA0040;7943;8025;8,5;1123;1123
HPFC0010;8557;8599;3;3131;3137
HPFC0020;4044;4057;3,6;1034;1035
HPFC0070;2416;2419;2;267;267
HPGA0010;933;940;7,5;341;341
HPHB0010;444;484;9,8;165;165
HPHB0020;24;24;4,5;11;11
HPHB0030;12892;15231;6,8;7086;7134
HPHJ0010;99;102;5,5;18;18
HPJB0010;42651;47583;3,4;32074;32229
HPJP0010;19;19;0,8;14;14
HPKA0010;14;14;4,2;.;.
HPKA0020;31;31;38;.;.
HPKB0010;43;44;2,1;33;33
HPKC0140;32;32;3,9;.;.
HPLA0010;73;75;3,3;31;31
HPLA0040;136;138;6,8;38;38
HPLA0050;868;885;9,1;150;150
HPLA3350;921;927;18,2;.;.
HPLA4230;63;63;9,3;.;.
HPLB0020;34;34;2,7;.;.
HPLB0040;269;305;18,1;35;35
HPLB0070;56;59;3,1;.;.
HPLC0350;954;959;4;257;257
HPMA0010;607;613;17;.;.
HPMA0020;20;20;11,1;.;.
HPMA0030;166;167;21;.;.
HPMB0010;130;158;2,4;91;93
HPML0010;47;47;3,8;.;.
HPMP0020;416;429;19,1;159;159
HPNA0010;236;238;3;81;81
HPNC0010;4598;4617;1;2303;2311
HPPA0010;237;237;4,3;34;34
HPPA0020;4587;4631;12,8;105;105
HPPA0030;619;621;4,6;47;47
HPPA0040;12;12;15,6;.;.
HPPC0010;1600;1609;0,9;995;1000
HPPC0020;5317;5342;1,3;2530;2535
HPPC0030;4645;4677;6;515;519
HPPP0020;382;402;1,8;327;327
HPQC0010;24;24;1,6;15;15
HPQX0050;7203;7609;9,3;851;869
HPSA0010;11281;12244;1,6;8666;9092
HPSC0010;956;1015;0,8;783;820
HQQE0010;3751;3882;15,2;1929;1933
HQQH0020;2386;2494;6,6;1735;1757
HQQP0010;2216;2229;2,4;1885;1887
HQRP0010;319;319;2,1;294;294
HSLD0010;34741;280181;24,7;919;945
HSLD0020;32267;340625;23,8;537;542
HSLF0010;19358;130717;27,4;284;285
HSLF0020;48840;208068;17,6;11457;11496
HSLF0030;16270;96337;27,1;700;704
HTQD0020;675;707;2,3;618;650
HTQH0020;30;30;9,1;19;19
HTRD0010;118;124;0,9;97;101
HTRD0030;37;37;0,6;35;35
HZHE0010;31104;32365;2,2;24736;25608
HZHE0020;277682;294448;2,2;219043;231440
HZHE0040;5496;5779;0,9;4768;5011
HZHE0050;9770;10412;1,9;8214;8738
HZMP0020;3350;3654;18,7;626;653
HZQM0010;1648;1773;11,2;283;284
JACA0010;12;12;7,3;.;.
JACA0020;266;294;14,7;19;21
JACH0010;8245;10100;11,6;990;1127
JACH0020;780;879;11,6;93;99
JACH0030;584;683;14,1;54;58
JADA0010;172;173;4,4;.;.
JAEA0020;30;30;9,3;.;.
JAEA0030;3625;3685;14,9;.;.
JAFA0010;13;13;6,5;.;.
JAFA0020;110;110;12,1;.;.
JAFA0050;174;174;10,2;.;.
JAFA0070;41;42;8,2;.;.
JAFA0080;553;559;6,5;.;.
JAFA0090;866;868;12,3;.;.
JAFA0100;17;17;8,9;.;.
JAFA0130;17;17;5,2;.;.
JAFA0140;91;92;9,5;.;.
JAFA0150;277;280;15;.;.
JAFA0170;282;285;4,3;33;33
JAFA0180;50;52;5;.;.
JAFA0190;442;450;7,8;.;.
JAFA0200;1302;1319;4,9;136;137
JAFA0210;33;33;11,3;.;.
JAFA0230;343;348;14,3;.;.
JAFA0240;52;52;8,3;.;.
JAFA0250;14;15;11,6;.;.
JAFA0280;80;80;11,7;.;.
JAFA0290;553;556;11,1;.;.
JAFA0300;32;32;7,9;.;.
JAFA0310;31;31;9,2;.;.
JAFA0320;375;382;12,9;.;.
JAFC0010;1894;1903;7,2;.;.
JAFC0020;31;31;3,6;.;.
JAFC0030;556;557;5;.;.
JAFC0050;6205;6256;3,5;116;116
JAFC0060;1365;1377;4,9;14;14
JAFC0070;38;38;3,1;.;.
JAFC0080;455;460;3,1;30;30
JAFC0100;953;954;5,5;.;.
JAFC0190;2556;2566;5;11;11
JAGA0010;26;26;5,8;.;.
JAGA0030;52;52;5,5;.;.
JAGA0060;14;14;7,7;.;.
JAGC0010;64;64;4,2;.;.
JAGD0010;23;23;4,6;.;.
JAGD0020;44;44;4,1;.;.
JAGF0010;259;259;3,9;.;.
JAGF0020;61;61;4,7;.;.
JAGF0030;799;807;4;12;13
JAHA0010;60;60;8,7;.;.
JAHB0010;1156;1233;5,2;211;211
JAHC0010;12;12;2,4;.;.
JAHH0010;25;26;4,2;.;.
JAHH0020;455;461;10,2;93;95
JAHJ0020;124;126;5,1;54;54
JAHJ0050;235;242;9,2;12;12
JAHJ0060;10242;10437;5,4;3525;3565
JAHJ0070;2674;2705;5,1;980;983
JAKD0010;4499;5585;5,9;2363;2932
JAMA0010;14;14;4,4;.;.
JAMA0020;30;30;4,6;.;.
JAMB0010;21;23;6;.;.
JANE0020;40186;40658;0,6;29207;29515
JANE0050;15444;15542;0,7;10585;10639
JANH0020;40;41;1,8;17;18
JANH7980;1506;1541;1,8;176;186
JANJ0020;52;53;3;20;20
JANM0010;8043;8060;0,1;7694;7707
JANM0020;9102;9126;0;8854;8866
JAQH0030;29;29;1,7;19;19
JAQJ0010;4982;5068;11,6;437;441
JAQL0010;56;59;6,8;28;30
JAQL0020;554;554;5,4;385;385
JAQL0030;370;374;4;274;274
JAQL0040;12;12;5,6;.;.
JAQM0010;7226;7340;8,2;1317;1319
JAQM0020;34113;40023;8,7;13305;13446
JAQM0030;41900;43544;11;5906;5936
JAQM0040;82093;85471;11,5;9892;9945
JAQX0040;6389;6434;6,8;44;44
JAQX0050;5830;5895;4,4;69;69
JAQX0060;11221;11445;6,1;3787;3815
JBCA0010;259;327;10,9;.;.
JBFA0020;196;199;6,9;.;.
JBFC0010;1056;1060;3;45;45
JBFE0010;136;137;1,6;61;62
JBHE0010;2059;2070;1,8;1003;1006
JBMA0010;114;114;8,8;.;.
JBMC0010;1187;1194;3,3;28;28
JBNE0040;784;795;1,6;318;319
JBPE0010;457;462;1,3;254;256
JBPE0020;17;17;3,5;.;.
JBPH0010;73;73;2,4;46;46
JBQE0010;11208;11842;1,1;7171;7659
JBQG0010;227;239;3,6;83;87
JBQG0020;33;33;4,4;.;.
JBQH0010;1400;1540;8,5;318;329
JBQH0020;39143;41100;2,8;18093;18624
JBQH0030;1785;2070;9,4;563;624
JCAD0010;344;380;6,3;109;114
JCAE0010;29398;30487;1,3;17467;17894
JCAF0010;1721;2040;4,3;927;1082
JCAH0010;8235;8607;2,4;3990;4129
JCCA0020;204;260;24,2;.;.
JCCA0030;135;138;18,3;.;.
JCCA0060;211;217;19,3;.;.
JCCA0070;61;62;17,6;.;.
JCCA0080;25;38;18;.;.
JCCA0140;19;19;23,5;.;.
JCCB0010;19;20;19,4;.;.
JCCC0010;19;22;15,4;.;.
JCCC0020;53;53;14,6;.;.
JCCC0030;46;46;7,4;.;.
JCEA0010;156;157;7,9;.;.
JCEA0020;377;383;11,1;.;.
JCEA0030;302;308;11,7;.;.
JCEA0040;17;18;3,8;.;.
JCEA0050;70;71;13,5;.;.
JCEC0060;277;277;4,6;.;.
JCEC0110;29;29;5,3;.;.
JCEE0010;6963;7023;2,1;1885;1893
JCFA0010;78;78;10,8;.;.
JCFA0020;80;80;12,3;.;.
JCFA0030;82;82;11,1;.;.
JCFA0050;22;23;5,2;.;.
JCFA0080;214;218;8,8;.;.
JCFA0090;144;150;11,2;.;.
JCFA0100;195;196;10,5;.;.
JCFC0010;91;91;6,2;.;.
JCFE0010;120;123;1,7;57;57
JCFE0020;229;229;2,3;44;44
JCFE0030;73;73;2,6;30;30
JCGA0010;76;76;1,5;39;39
JCGA0020;41;41;1,7;24;24
JCGA0030;13;13;3,5;.;.
JCGC0010;11;11;1,4;.;.
JCGC0020;14;14;1,5;.;.
JCGC0030;50;50;1,7;25;25
JCGE0010;14927;15034;1;8349;8383
JCGE0020;131;133;4;60;61
JCGE0030;3643;3714;3;2306;2327
JCGE0040;11425;11719;2,2;7963;8092
JCGE0050;6457;6485;0,8;4005;4019
JCGE0060;23103;23299;0,7;15372;15441
JCGG0010;58;58;3;14;14
JCGH0010;17;17;3,8;13;13
JCGH0020;119;132;10,2;33;34
JCGH0030;11;11;6,3;.;.
JCGH0040;152;154;1,6;65;65
JCKA0010;35;37;18,4;.;.
JCKA0020;20;21;14,9;.;.
JCKD0010;4676;6344;4;2991;3969
JCKE0010;5525;6314;3,4;3126;3529
JCKE0020;28827;33239;2,7;16661;18796
JCKH0010;1460;1775;3,4;1104;1361
JCLD0010;1460;1611;9,2;250;265
JCLE0010;12963;13643;4,7;3232;3315
JCLE0020;90636;96190;3,2;31646;33514
JCLE0030;834;874;3,5;297;310
JCLE0040;1204;1396;0,6;919;1078
JCLH0010;1574;1800;7,4;341;417
JCMA0020;11;11;26,8;.;.
JCNE0020;285;287;1,9;86;87
JCNE0030;94;94;1,6;39;39
JCNE0040;189;190;1,3;87;87
JCNM0010;906;910;0,3;830;831
JCNM0020;2047;2066;0,2;1920;1938
JCPA0010;1200;1269;9,8;.;.
JCPA0020;4867;5197;9,6;103;109
JCPC0010;6722;6843;3,4;940;954
JCPC0020;16744;17001;4,4;2161;2204
JCPD0010;4207;4485;3,7;1257;1315
JCPE0010;269;274;2,1;100;101
JCPE0020;92;92;3,6;16;16
JCQE0010;202;254;3,3;97;126
JCQE0020;274;287;4,8;112;115
JCQE0030;11527;11778;2,1;6094;6203
JCQE0040;111;111;1,8;64;64
JCQX0040;423;435;8,7;48;48
JCSA0010;13;13;30,8;.;.
JCSA0030;12;12;20,8;.;.
JCSA0040;15;15;4,3;.;.
JDAD0010;2317;2328;1;1634;1640
JDCA0010;160;162;12,2;12;12
JDCA0020;629;632;6,8;58;58
JDCA0030;1246;1267;14,3;14;14
JDCA0040;29;30;16,7;.;.
JDCC0160;803;810;6,6;40;40
JDCJ0010;1295;1324;4,9;457;459
JDDA0020;52;52;3,8;.;.
JDDA0030;1075;1076;0,7;689;689
JDDA0040;89;89;6;.;.
JDDA0050;33;33;1,1;23;23
JDDA0060;79;80;1,4;33;34
JDDA0070;53;53;3,2;.;.
JDDA0080;62;62;1,8;19;19
JDDB0050;7870;7887;0,6;5196;5203
JDDB0070;6797;6807;0,5;4532;4535
JDDC0020;140;142;2,4;.;.
JDFA0010;194;195;19,5;.;.
JDFA0020;258;260;6,9;.;.
JDFA0030;131;131;18,8;.;.
JDFA0040;121;124;16,5;.;.
JDFA0050;39;40;24,3;.;.
JDFA0060;11;11;16,3;.;.
JDFA0070;431;433;2,4;129;130
JDFA0080;1034;1040;18;.;.
JDFA0110;573;577;13;.;.
JDFA0140;12;12;6,2;.;.
JDFA0150;19;19;15,4;.;.
JDFA0160;148;148;23,2;.;.
JDFA0170;37;37;12,2;.;.
JDFA0180;631;632;3,1;47;47
JDFA0200;173;173;18,6;.;.
JDFA0210;512;515;19,7;.;.
JDFA0220;11;11;23,8;.;.
JDFA0230;274;274;16,7;.;.
JDFA0240;88;88;17,6;.;.
JDFA0250;1847;1854;18,3;.;.
JDFC0010;99;100;3,5;.;.
JDFC0230;615;617;7;.;.
JDFE0010;43183;43439;3,5;1710;1711
JDFE0020;26418;26533;2,9;1872;1875
JDFE0030;11642;11675;3,1;854;856
JDGE0010;15005;15092;2,4;3310;3316
JDHE0010;706;710;2,8;101;102
JDHE0020;1103;1110;2;590;593
JDHE0030;1735;1737;1;1158;1158
JDJD0010;184080;204647;4,4;39251;43306
JDJD0020;11809;13826;6,2;959;975
JDJE0010;8555;8972;8,7;294;295
JDKD0010;1250;1336;9,3;647;650
JDKD0020;6906;8022;14,9;1487;1498
JDLD0010;266798;298721;8,9;23489;23774
JDLD0020;53931;54246;0,1;52546;52578
JDLD6590;461;463;0;458;460
JDLE3320;18873;19190;0,1;17660;17973
JDLF0010;3272;3460;9,4;618;623
JDMA0010;62;62;15,2;.;.
JDMA0030;2518;2524;4,3;22;22
JDNE0010;5575;5609;3,2;1578;1580
JDNM0010;222;222;1,5;80;80
JDPA0020;408;413;7,9;12;12
JDPE0010;1551;1555;3,1;86;86
JDPE0020;12449;12475;2,5;1268;1271
JDQD0010;3092;3520;0,4;2992;3417
JDQD0020;1642;1654;0,2;1604;1616
JDQD0030;4548;5650;0,5;4407;5508
JDQD0040;115;115;0;114;114
JDQD0050;16;16;7,4;12;12
JDQD0060;394;496;0,6;381;477
JDQD0080;2493;2559;0,3;2418;2477
JDQD0090;28;30;3,6;11;11
JDQE0010;15983;16223;6,1;8319;8348
JDQE0020;320;327;5,8;123;124
JDQE0030;8684;8778;3,1;4711;4728
JDQH0010;3879;4018;6,6;1744;1802
JDQH0020;617;626;5,2;382;383
JDQH0030;130;132;8;49;50
JDQJ0010;811;842;10,1;399;401
JDQJ0020;125;126;9,7;17;17
JDQJ0030;2259;2297;3,9;1424;1425
JDQM0010;35197;44198;7,3;10989;12547
JDQX0020;49616;50205;3,1;2529;2538
JDQX0040;832;845;17,5;.;.
JDQX0050;490;491;13;19;19
JDSA0020;60;60;11,5;.;.
JDSA0050;11;11;9,9;.;.
JDSA0060;137;138;4,6;23;23
JDSA0080;45;45;14,5;.;.
JDSA0110;207;207;14,6;.;.
JDSC0240;112;113;6;.;.
JEAD0010;6291;6316;2,6;2386;2395
JEAH0010;378;381;2;148;151
JECA0010;134;136;6,7;.;.
JECA0020;169;169;5,6;18;18
JECE0010;15;15;0,7;.;.
JEEE0010;415;422;8,5;51;52
JEFA0020;389;391;1;179;180
JEFA0030;553;553;0,8;354;354
JEFA0040;45;45;6,5;.;.
JEFA0070;151;151;11,1;.;.
JEFA0080;17;17;1,7;.;.
JEFA0090;53;53;2,5;.;.
JEFA0100;19;19;3,8;.;.
JEFA0110;89;89;4,6;.;.
JEFE0010;362;364;2,1;98;98
JEFE0030;16;17;3,6;.;.
JEFE0040;606;606;2,4;108;108
JEFE0050;131;135;12,1;.;.
JEGA0020;500;502;5,6;29;29
JEGA0030;54;54;1,8;19;19
JEGA0040;73;74;6,4;.;.
JEGA0050;72;73;5;.;.
JEGB0050;48;50;4,5;19;20
JEGE0010;259;260;2,5;82;82
JEGE0020;151;151;2,6;78;78
JEGE0030;20;20;1,1;12;12
JEGE0040;34;34;2,3;14;14
JEHD0010;100;100;4,8;50;50
JEHE0010;53;53;2,2;.;.
JEHE0020;143;143;3,2;54;54
JEKA0020;201;203;1,8;20;20
JEKA0050;34;34;1,8;.;.
JEKA0060;12;13;1,9;.;.
JEKA0070;19;19;2;.;.
JEKA0080;40;40;1,8;.;.
JEKA0090;56;56;2,4;.;.
JEKA0100;320;325;0,8;208;210
JEKE0010;82;87;1,7;36;39
JELA0010;312;315;2,2;62;62
JELA0020;1981;1987;1,6;243;243
JELA0030;40;41;1,7;.;.
JELA0040;50;50;3,5;.;.
JELB0030;182;185;0,5;117;117
JELD0010;55;57;0,4;42;44
JELE0010;2098;2123;0,3;1696;1715
JELE0020;261;262;3;113;113
JELE0030;329;330;1,4;165;165
JEMA0020;444;444;3,5;.;.
JEMA0030;137;137;1,5;63;63
JEMA0050;92;92;4,3;.;.
JEMA0060;100;100;4,1;.;.
JEMA0070;132;132;2,4;18;18
JEMA0090;543;543;0,6;369;369
JEMA0100;582;586;2,4;69;69
JEMA0110;861;862;0,4;718;719
JEMA0120;281;281;1;182;182
JEMA0130;111;111;0,6;72;72
JEMA0140;270;272;1,2;134;135
JEMA0150;106;106;2,5;20;20
JEMA0160;43;43;0,9;21;21
JEMA0170;900;900;0,6;634;634
JEMA0190;409;411;2,8;102;103
JEMA0200;188;190;2,9;38;38
JEMA0210;1221;1229;1,4;562;565
JEMA0220;49;49;3,5;.;.
JEMA0230;232;233;3,2;.;.
JENE0010;305;305;1,4;182;182
JEPA0010;212;212;1,9;41;41
JEPA0060;258;262;2,4;78;78
JEPA0070;3078;3094;1,6;1086;1087
JEPD0010;963;963;2,5;105;105
JEPD0020;2654;2658;2,5;239;239
JEPE0010;136;137;4,3;22;22
JEPE0020;11716;11757;2,3;2917;2923
JEPE1540;725;730;0,2;600;605
JEPH0010;20;20;6,3;.;.
JEQD0010;3806;3834;0,6;3678;3706
JEQD0020;2777;2832;0,4;2683;2734
JEQX0050;836;983;10,5;34;34
JESA0010;37;37;11;.;.
JESA0030;381;395;1,7;172;178
JESA0050;20;22;7,3;.;.
JFFA0010;70;70;17,5;.;.
JFFA0020;593;599;15;.;.
JFFA0030;510;513;18,6;.;.
JFFA0040;59;60;28,3;.;.
JFFA0050;71;71;21,6;.;.
JFFA0060;15;15;8,8;.;.
JFFA0070;23;23;5,2;.;.
JFFA0080;26;26;24,3;.;.
JFFA0100;478;479;8,7;14;14
JFFA0110;83;83;30,6;.;.
JFFA0120;114;114;1,2;69;69
JFFA0130;24;24;27,6;.;.
JFFA0140;66;66;5;.;.
JFFA0160;50;50;18,4;.;.
JFFA0170;17;17;20,8;.;.
JFFA0180;33;34;13,5;.;.
JFFA0200;36;36;8,1;.;.
JFFA0210;1113;1122;12,2;93;93
JFFA0220;53;53;18,6;.;.
JFFC0010;2751;2770;2;651;653
JFFC0020;4405;4462;2,7;804;810
JFJA0010;255;265;21,8;11;11
JFJC0010;79;79;11,8;.;.
JFQA0010;149;154;15;.;.
JFQC0010;262;262;1,7;135;135
JFQX0040;384;386;19,3;.;.
JFQX0050;605;617;17,3;.;.
JGFA0050;2536;2552;6,9;.;.
JGFA0060;2722;2727;6,6;.;.
JGFA0070;15;15;5,8;.;.
JGFA0080;34;34;15,1;.;.
JGFA0090;1263;1267;5,8;.;.
JGFA0110;12;12;3,1;.;.
JGFA0140;1279;1288;5;29;29
JGFA0160;34;34;6,1;.;.
JGFC0010;19115;19163;3,4;322;322
JGFC0450;29;29;7,4;.;.
JGFE0040;34;34;1,7;.;.
JGFE0230;44710;44900;3,6;397;397
JGFE3650;27751;27828;2,5;1622;1626
JGHB0010;40;42;4,4;19;19
JGHB0020;37;37;2;28;28
JGHD0010;587;589;0,7;519;520
JGHJ0010;40974;41245;0,6;36273;36511
JGHJ0020;8940;8987;0,2;8255;8293
JGJB0010;65;66;12,6;.;.
JGLJ0600;239;239;0,3;207;207
JGND0020;200;203;1;87;90
JGNE0030;281;282;0,5;228;229
JGNE1710;4234;4242;2,2;1128;1129
JGNE4030;944;945;0,3;808;809
JGNJ9000;1024;1025;0,9;468;469
JGNL0010;708;719;1,2;165;166
JGQH0040;51;51;0,6;50;50
JGQJ0010;11193;11253;1,1;9197;9206
JGQX0010;52829;53191;3,2;786;786
JGQX0040;17266;17350;3,8;278;279
JGQX0050;2619;2662;17;18;18
JHAA0010;18;18;8,6;.;.
JHAA0030;50;51;0,4;29;30
JHAA0040;61;61;0,4;39;39
JHBA0010;2371;2472;0,4;1894;1971
JHCA0010;41;42;3,3;.;.
JHCA0020;91;113;0,2;79;96
JHCA0030;233;259;0;227;253
JHCA0040;326;329;2,2;22;22
JHCA0050;55;60;0,2;45;48
JHCA0060;233;237;2,7;31;31
JHDA0010;6637;7416;0,5;4605;5239
JHEA0010;2505;2766;0,2;2313;2557
JHEA0020;7895;8652;0,3;7234;7912
JHEA0030;508;511;0,8;410;411
JHEA0040;554;577;0,8;420;432
JHEA0060;1177;1177;0,6;827;827
JHEA0070;488;489;1;193;193
JHEA0080;191;191;1,8;19;19
JHEA0090;1014;1057;0,6;459;486
JHEA0100;4182;4221;0,7;1587;1601
JHEA0110;696;697;0,1;636;636
JHEP0010;117;118;9,4;38;38
JHEP0020;18;18;1,5;.;.
JHFA0010;715;717;0,3;593;595
JHFA0020;698;709;1,1;511;517
JHFA0030;63;63;2,3;47;47
JHFA0040;5220;5388;0,2;4625;4778
JHFA0050;1266;1276;2,6;624;631
JHFA0060;738;747;0,6;533;539
JHFA0070;130;131;1,3;75;76
JHFA0080;2249;2260;1,2;1454;1458
JHFA0090;86637;86737;0,1;82506;82583
JHFA0100;239;244;9,7;78;79
JHFA0110;117;118;11,4;.;.
JHFA0120;627;639;0,6;461;469
JHFA0130;7884;8233;0,4;6196;6451
JHFA0140;408;431;0,4;343;361
JHFA0150;301;302;0,6;277;278
JHFA0160;451;456;4,8;74;74
JHFA0170;1250;1303;3,9;281;302
JHFA0180;3485;3502;0,3;3171;3185
JHFA0190;3073;3161;0,7;2276;2334
JHFB0010;84;84;0,1;79;79
JHFC0010;57;57;0,6;39;39
JHGA0010;125;125;4;.;.
JHGA0020;89;89;1,2;58;58
JHGA0030;60;61;3,7;.;.
JHHA0010;331;339;1,6;254;260
JHHA0020;267;270;1,3;232;233
JHHA0030;640;650;1,2;606;616
JHHB0010;92;97;2,2;18;18
JHHB0020;16;16;2;11;11
JHJA0010;2749;2831;4,9;750;756
JHJB0010;18;18;0,7;14;14
JHJB0020;105;112;2,9;17;17
JHJB0030;227;233;1;150;152
JHKA0020;35;36;0,2;31;32
JHKA0040;160;162;2,3;13;13
JHLA0010;99;99;2,2;.;.
JHLA0020;22;22;2,3;.;.
JHLA0030;140;144;3,1;.;.
JHLA0040;677;731;2;12;12
JHLA0050;1011;1032;0,5;775;786
JHLB0010;247;253;0,4;211;212
JHLB0020;357;358;0;352;353
JHMA0010;7983;7989;0,2;7674;7679
JHMA0020;104;104;4,3;17;17
JHMA0030;1142;1142;0,3;1037;1037
JHMA0040;182;182;2,9;.;.
JHMA0050;55;55;2,8;26;26
JHMA0060;47;47;0,2;40;40
JHMA0070;29;29;10,9;.;.
JHMA0080;17;17;6,2;.;.
JHMB0010;76;81;3,5;.;.
JHNP0010;501;501;0,1;470;470
JHPA0010;8262;8275;0;8085;8097
JHPA0020;1561;1563;0,4;1315;1315
JHPA0030;899;902;0,1;844;846
JHQA0010;268;268;1,8;125;125
JHQA0020;1748;1791;2,1;548;559
JHQA0030;444;472;0,8;372;397
JHQH0010;12;12;0,1;11;11
JHQM0010;11392;11831;7,8;2946;2972
JHQM0020;124;127;5,3;17;17
JHQX0040;609;624;2;336;340
JHQX0050;2559;2575;1,7;1495;1504
JHQX0070;128;135;5,9;24;24
JHQX0080;406;418;3,1;146;146
JHSA0010;35276;35774;0;35033;35526
JHSB0010;13453;13637;0;13363;13545
JJCA0010;54;54;2,8;.;.
JJCA0020;27;27;4,7;.;.
JJCA0030;18;18;2,2;.;.
JJCC0010;1921;2039;0,5;1314;1395
JJCC0020;25;25;0,5;18;18
JJCC0030;430;432;0,4;341;342
JJCC0040;130;131;0,4;87;88
JJEA0010;48;49;3,1;.;.
JJEA0020;14;14;5,1;.;.
JJEA0030;12;12;4,3;.;.
JJEC0010;1713;1731;1,3;347;350
JJEC0020;72;72;1,5;23;23
JJEC0030;77;79;1,5;23;23
JJFA0010;198;199;2,8;12;12
JJFA0020;94;97;5,5;.;.
JJFA0030;515;518;8,1;12;12
JJFA0040;3462;4054;7,2;47;55
JJFA0050;461;465;9,3;.;.
JJFA0060;165;166;4,6;.;.
JJFA0070;2595;2995;4,2;48;53
JJFA0080;835;847;4,3;47;49
JJFA0100;169;174;2;44;45
JJFA0500;224;287;1,4;88;114
JJFC0010;6147;6235;1,3;597;608
JJFC0020;524;529;0,7;322;326
JJFC0030;14281;14772;0,8;8234;8527
JJFC0040;517;537;1,6;228;243
JJFC0060;37688;49055;0,7;23397;32384
JJFC0080;1778;1806;2,5;723;740
JJFC0090;2176;2188;1,3;1035;1039
JJFC0100;22696;29660;1,1;11754;16043
JJFC0110;32;33;10,3;19;19
JJFJ0010;75110;75697;0;74666;75249
JJJA0010;149;150;6,9;.;.
JJJA0020;12;12;3,2;.;.
JJJC0010;2062;2110;3,3;495;505
JJJC0020;357;363;1,3;25;25
JJLE0010;63;63;0,4;50;50
JJLJ0010;248;251;0,9;120;121
JJLJ0020;27;27;0,6;20;20
JJPA0010;31;31;1,7;.;.
JJPA0020;24;24;4,3;.;.
JJPA0030;1716;1719;5;92;92
JJPA0040;257;258;0,4;223;223
JJPC0010;930;933;1,3;68;68
JJPC0020;325;325;1,1;213;213
JJPC0030;15993;16055;0,1;14804;14860
JJPC0040;367;370;0,1;351;352
JJPE0010;79;79;1,1;55;55
JJQC0010;582;584;0,4;426;427
JJQX0040;9820;9887;2,2;4427;4438
JJQX0050;9164;9218;1,7;4430;4447
JJQX0080;2289;2391;1,8;952;977
JKBA0010;88;89;0,7;56;57
JKBA0020;66;66;1,7;12;12
JKCA0010;283;286;5,5;.;.
JKCD0010;918;922;1;537;538
JKDA0010;21;21;3;.;.
JKDA0020;28;28;3;.;.
JKDA0030;61;61;4,1;.;.
JKDA0420;24;24;4,3;.;.
JKDC0010;7592;7615;1,6;846;851
JKDC0150;2166;2174;1,6;268;270
JKFA0010;130;131;3,5;.;.
JKFA0020;1804;1806;2,6;64;64
JKFA0030;34;34;0,8;21;21
JKFA0040;342;343;5,1;.;.
JKFA0050;1548;1549;1,9;236;236
JKFA0060;3810;3817;2,1;416;416
JKFA0070;928;928;2,3;60;60
JKFA0080;321;322;0,8;184;185
JKFA0090;42;42;4,8;.;.
JKFA0110;92;92;1,5;30;30
JKFA0120;43;43;3,5;.;.
JKFA0130;384;384;4,1;.;.
JKFA0140;200;200;4,2;.;.
JKFA0150;4106;4118;4,6;.;.
JKFA0160;1301;1304;3,7;23;23
JKFA0180;3603;3610;1,7;553;553
JKFA0190;31;32;6;.;.
JKFA0200;2505;2508;2,5;184;184
JKFA0210;434;434;2,4;32;32
JKFA0220;2742;2750;3,7;13;13
JKFA0230;232;232;2,7;.;.
JKFA0240;695;697;4,8;.;.
JKFA0250;1438;1438;2,4;20;20
JKFA0260;3545;3553;1,9;398;398
JKFA0270;2039;2047;8;13;14
JKFA0280;5056;5106;6,5;15;15
JKFA0290;55;55;5;.;.
JKFA0300;25;25;2,4;.;.
JKFA0310;42749;42858;0,1;40595;40683
JKFA0320;392;394;5;.;.
JKFA0330;313;314;0,8;219;220
JKFC0010;1618;1639;1,6;304;307
JKFC0020;2042;2045;1,6;289;290
JKFC0030;8631;8655;2;811;811
JKFC0040;1325;1330;1,4;521;525
JKFC0050;14350;14404;1,6;1526;1527
JKFC0060;1869;1871;1,8;142;142
JKFD0010;872;883;0,6;703;713
JKFD0020;682;682;0,5;587;587
JKFE0010;34152;34393;0,2;31036;31252
JKFE0020;19992;20156;0,2;18134;18282
JKFE0030;170;172;0,1;160;162
JKGA0010;15;15;2,9;.;.
JKGC0010;1045;1051;0,4;824;827
JKGD0010;5242;5261;0,5;4553;4564
JKGD0020;6048;6123;1,3;3627;3642
JKGD0030;7165;7174;0,4;6351;6357
JKGD0040;1817;1824;1,3;1228;1229
JKGE0010;4831;4842;0,1;4629;4640
JKGE0020;248;248;0,1;231;231
JKHA0010;2019;2055;2,6;1456;1488
JKHA0020;2277;2291;1,4;1864;1874
JKHD0010;19901;20528;3,9;4810;4946
JKHD0020;19;20;1,3;14;14
JKHD0030;14;14;4,7;.;.
JKKD0010;2077;2082;0,1;1988;1993
JKLD0010;15693;15777;0,2;14619;14690
JKMA0010;68;68;3,2;.;.
JKMD0010;4049;4051;0,3;3599;3599
JKND0010;7041;7058;0,1;6512;6527
JKND0020;3427;3445;0,1;3216;3229
JKND0030;2238;2249;0;2184;2195
JKND0040;624;626;0;602;604
JKNE0010;53679;53829;0,2;48976;49102
JKNL0010;20;21;3,7;.;.
JKNL0020;1164;1567;3,1;15;15
JKNL0060;65;69;1,4;57;57
JKPC0010;46;47;0,6;30;31
